title,link,pubDate
"삼성전자, 차세대 2.5D 패키징 솔루션 ‘H-Cube’ 개발 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMiiwJBVV95cUxPWnRfRWJoeXRadE5NT0lUZmtxaFZTLVhOc3lOWjBLRkRyaTN5ajlSRG9tdzJnQlBUa3U5dFp3RWprM1dkbnVQVXZfVG9qbEU3Smw1a0E1U0Jwd2JrM2hRelFjSUdjWWhFay1UczB6MF90M2Y1MmZLUXl2ckdPb0JBSDF0STMyT3ZRa08yY1dQd3JBdVJjMjdTUS1rSHlZaGR0TnhraFczemdpQmY2NG52eWpWYmVhZE9hckdRd0xqQ3ZiOXlCT1hfbnQxSjhUWVZIZW52dXFBS2tzeC16VEk4S0kxcUxabVBta1A2MW13SkR5SGFDbDVfdWFyS3dCZHM5RzlwdTh0bmtKVFU?oc=5,"Thu, 11 Nov 2021 08:00:00 GMT"
"삼성전자, 파운드리 포럼 2024 개최 AI 시대 파운드리 비전 제시 | 삼성반도체 - Samsung Semiconductor",https://news.google.com/rss/articles/CBMiygFBVV95cUxOTVlwUEdTVTVGTW9tclkwZThqUGRwS2VjcExfMk83OFZ5NXlIMHBXbXB2ZnhjTTlIai0yVjJLQjl0UlFVblVQaE45QWkxNnpuU0lUVHpNVWNEUDRER09MbVk2LXdCb3V1SThsYlMyM2syX2RNQnBNNFlqM0JaOGxDYzgwOW9DNkRXUDl5alM5YVFlQzVxM2hadlNaMFhEeG1sN3VodjR6RkdrX3dSWFlvTzJEdWtkOXpEWUpHNmxjNVZhS2lIWHVUY1N3?oc=5,"Thu, 13 Jun 2024 07:00:00 GMT"
"[인터뷰] 초거대 AI 시대의 랜드마크, 삼성전자 V낸드 - Samsung Semiconductor",https://news.google.com/rss/articles/CBMirAFBVV95cUxNV0J1MzYwc3ZVZV9ybEU4ejJjM2hwNVZ1YTk5czEwT1QxQjdudEozNEFFeExTRGUxTEdVMmFMXzUxOWZ0MDl2YzVuTDdZY2RSNUdnd19Ca2wtN2kzQ1dDSWVENlRrY0FxbjZnZE0tT2NyR29LZlNsdllMQUVvelhjcE5QeDgzVFZWb0ItanlCR0h4TGFvcHU4NklibW1xZUNWUXkyREQ3YjNhNm0w?oc=5,"Thu, 23 May 2024 07:00:00 GMT"
"FMS2024: 삼성전자, AI시대를 위한 고용량·고성능 스토리지 솔루션을 제시하다 - Samsung Semiconductor",https://news.google.com/rss/articles/CBMijgJBVV95cUxQUkcyN21leHVuRkJ0QS1pRERZRGgzNzhCZ1RibXBpbjJSV3pRMGZBN3FDQzhEMFpQTHlWV2hEdzBZNEdNVnQ2TE9ReXFiMEhzM1Eyd0ZwclFYZzIxS2pnUkdRdmdNUWFRMXZCdWZDbU1IM3M0V0FBV0hsb01RVEJkSGRUUmFqZlhJNU9pemJyMlpRWHBGZTR1a3NrTm85SDRLc2JMNkV4bEpMcnRTa2VIcFcyUDNZTzVvZjFkdFo5RTZkUHplN2VEeFJiR051S2NrWnl3cUJHU3BJRmpLWmxXb0h5NkJvY0puLVlSMmZDTUlpb1BBNDNQN0M1a2FSQnl5LUZYODRVaGtZTWNCc2c?oc=5,"Fri, 16 Aug 2024 07:00:00 GMT"
"삼성전자, 스마트싱스 ‘패밀리 케어’ 서비스 개시 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMirAJBVV95cUxPc2ZJRTVHdlB5TDJlS1NLNnVsdFlMd1pIbUJ3QmZTS1ZjODJCZ1g3al9CdHVlZi1UOVZlWEowMU5GZ2Y4Y0xsM2hZTmp2YlBkeGJlY1VRTDVoR2p0NUxCRFliTUF0M1hnTzlpbmVfQ09OVG9aS1AxU0lLTnFUVmlPQVRZYlZScHZNTldEdTUtSVpFbEY1WW5tWWRLZmRZNldpMFhRaDdQbXEtVjlsM0tvcGpVSG1zY1hHcURfZncxeDVRZWRMMGNscVNqdkctM0JHUEJQQUJOQUZCazMxMXZpM0c0Rkk4OG5MV3NxQXRfTkIzMldMRG10bW1BaHI2cXU3X3lZc1BacUowRnJHejV4aE5IRmwyNTNLY1FCX294S3FLT25pVlREbUF0NGE?oc=5,"Sun, 30 Jun 2024 07:00:00 GMT"
"삼성전자, 브랜드가치 914억 달러로 4년 연속 세계 5위 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMitgJBVV95cUxOOE9aMFg4Wl83NjAwX3hnN1lNWTEyXzJ6VHVEQ25vR0FaY0VSUnVremRVQ0pGZlpybGdDN0NwaHBjRHQ0ay02OFZ0NHVucHVjTGt1SzJsRGZSRm5RM2VNT09yNFQzMURLNHZ2QUVINkh0YU1HQTE4V29xekV3VmQxaUlreGU5MEVjS0pyYnNfUnlkQjB1QTRpNzZmbkJkd2hoMDdFOGgzSFVuTG1pUFpibWxlV0E0ZXlQTFBTUWd3akRhakZ4WGFtQnd4QWNObWtyMktkZkt1R1VlT09YZzVPeUkzZ2ZweTZxdDhzUFQ0Rnl6cmlWZmlRbU5aaV9OZGZXYnNIbnFaNHptc1E2bGlTcTk1MWNjNFpHeTU1aF9CWTFPNFpYbU5zRGo2bThLT1JJeG5pczRn?oc=5,"Tue, 21 Nov 2023 08:00:00 GMT"
"삼성전자, 업계 최초 GDDR7 D램 개발 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMi1AFBVV95cUxPN0tYZVgycEJlU01ieFhfaEFNTHd5TkhzVVN0dW1qSnY5ZmFTcEhmOUg2S0x4RzNPcG55S3ItbGJlQm05ekJza19PQ09JWmtFOVNjM0I0MXJkZ2dWV0gtVzJCUEg1eE5GN0hTSWJCTDlvUUMxOGlTMjJCX3dYRVlDc0NEUWdSQTllT1pJTlhwcWJCZnFWdjdmQnpBcHlOOVBySWhCOE1lZUVLTndYV1RaTnRoeVB2ZGQ2WFB1d0ZhUXB3SjROQkprVEREX3NnMkhvMHBhOQ?oc=5,"Wed, 19 Jul 2023 07:00:00 GMT"
"ASPS 2024: 삼성전자, 비욘드 무어 시대 빠르게 앞당길 첨단 패키징 기술 선보이다 | 삼성반도체 - Samsung Semiconductor",https://news.google.com/rss/articles/CBMi5wFBVV95cUxOVnZfOXhzcjBQZ1ZCQXNHWWRZMUJBdG5FeUVaUkJVQnhDRHV2WjdmZXVZN0VxUTR2MEgxU3o1bEwyWjVrUEZybjJIN1d5dHd4ZTRKUktodGdfT1RDRlNySjRBcU9ESzJzZFY2STZTR0ZhdVVHNHBocHI4YV9VaFFEVklia3I2OGtXM2h2cGNZVFJpdTFsM1dxQjZfTXE4QkUxOFA3UEoyeVRkTUVjMU5EWkxRWGxUVHpCV2NoSEpSaXVZbW9GZW5GUWxKb2tmN3AtUS1zVmNxb3hUMDlQWk1hdHFrTWVQMk0?oc=5,"Wed, 28 Aug 2024 07:00:00 GMT"
거품 낀 벤처처럼 와르르…삼성전자 주가는 왜 파랗게 질렸나? - 한겨레,https://news.google.com/rss/articles/CBMickFVX3lxTFAzS1g2dk5DdGxiNGdhdmhmTVo4cXRsQUdwZ0NHR2tHSExJb3lwU1JhQ3gtZUxJMUF0SUtUUUlKUlhhMklCTGRuZllWRW1DTUJ0M0g1WGJ1ajNnQWl2U01OS3U2RUFJai13MGFCN3V5N1lxUQ?oc=5,"Thu, 19 Sep 2024 07:00:00 GMT"
"‘6만전자’도 위태로운, 삼성전자의 중장기 리스크 - 한겨레",https://news.google.com/rss/articles/CBMiakFVX3lxTE1CQTg5M25yYWc1NEM3R2hRX1NaVjUzM2JPWjhLNzZ2OGxkTkVkQlZJQnpTRGpWN0lqMFhmVWxvMnhZSU02c3FNdU5uOEIteUJJbmNkeFF6bG1Xajkxd3BOMHJRZllKeUtJdkE?oc=5,"Wed, 02 Oct 2024 07:00:00 GMT"
"삼성전자, 업계 최고 속도 LPDDR5X 동작 검증 완료 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMilAJBVV95cUxNeVJIbTJUYUlSSXZTZjgtMXRWQkVfMUFRQ2NvaHNaR1FZcWlBQkdIM3FfVVdIcGNzUENiWXNVZkdLY2tsRDUzajRMSjlpZENISVRqdEx4UnhNRWZYbVFzT0VTZXNCRXhBRjhmd1Q2X3UyeUdhaWFEUEVFZGtQeUl1dEw1d1k5UzdDUTJLT29PU3VOZWswWVV5VE1XT3N1Y3V2UEhRTmltUE5kMnpYajFtT2tpZXZPYW9VaFU2bEV3VUZOc3VRUGUzdFhicEZmcm93YUJQYjVIVVBIRGRQOFljVmtBQy1oTTBJN2lnLTN3XzNGSzdJbkdvbDcxZ1JJTXRvdWpqQUZpdVBSbG1OM3hYN2tqTWM?oc=5,"Tue, 16 Jul 2024 07:00:00 GMT"
"삼성전자, '新환경경영전략' 선언 - Samsung Semiconductor",https://news.google.com/rss/articles/CBMisAFBVV95cUxORndTRXozUTVKTEwwZWhxSFdYR1h3UndhRklUc3BWWWpHbUNfZDRyUmFqSHBad18tdktvbHpyd0pCazcyX015U3FDTVlOZTExTUhLTUVMRU5CTGYzOFFjR2dwVmpVMzBKd1ViVlg0dmhVZUR5bzA3MVFwbHJ6SEN0UkwzUUdMNWZXSy1ZQWJxMm4wMTVqRXJZa1NHZHdFMGZlUFM2RmhGMURmT1hDSFB0NQ?oc=5,"Thu, 22 Jun 2023 21:18:12 GMT"
"삼성전자, 사과할 정도의 ‘어닝쇼크’에도 주가 6만원선 방어 왜? - 한겨레",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE53cmZyODRoa2pxZWh6bDV4TDJRbWFldTRnX0NwOWNXQzJiS1JteThXd254VlFhWFJ3MlVnZVd6WEFza2dkY3Z2UnJiNzE4RWVLaGhJd2hvamdBbHl4dWYyYzVqTEFNMDQ?oc=5,"Wed, 09 Oct 2024 00:38:00 GMT"
"삼성전자, ‘맞춤형 경험으로 열어가는 초연결 시대’를 위한 비전 제시 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMixAJBVV95cUxNcGJydkVLX3BoYUhIMTRlN0VKQkdTZ2JOeEdkQlpXNllNV29qWG42elNRQkRzY1ZTc25tZHlzSmFkVXhaOTZXU214bk8tS2pIT1pNM2pCalJrRDV4N0RMUlNWSGhObkk1dG1BeEtzWXcyZnVNdUNkR2Y2MEp3SkI2VW9CQVA1OXM4QXlMRXBLSXRrYXY2Nk1DZ3FEcGxsdkRZQlpYZ09VMXNMYUhBYjBwV2lYVG5IQlM2UGtCSmZYRi1HcmI0ZUxIdkRTdk9wMURqdVAwa2hwb1hSRGxqZ1lUdnhNamtZSEoxbnVnR1ZaeUN4aUwzMVBWb2x4anU0dV9Oek1STVVPQnRUbVJtT1RqS09Zb2oxcGluWmwxUXJJZG5HV3N1Sl8wV2dZUGdneHlXNlVMOFlQRnBLVG5GZXpGWlVHRjI?oc=5,"Thu, 05 Jan 2023 08:00:00 GMT"
‘삼성전자만 겨울’ 계속되나…4분기 ‘영업익 8조원대’ 전망 등장 - 한겨레,https://news.google.com/rss/articles/CBMiakFVX3lxTE52UXAwbFpnZzVKazlwZnNIQU85cEZtNnFKS2kzUTJveklJYzdreUVpaUpSemZwRXgzTFpjRVRpR1JLOW44X3lETThJMFpKMDNHb0owbWV0T0FlT3BTdGhWeHdyeWw1Y0lHSkE?oc=5,"Mon, 14 Oct 2024 01:29:00 GMT"
"'월급 40만원', 인도 첸나이 삼성전자 노동자들 12일째 파업 - 오마이뉴스",https://news.google.com/rss/articles/CBMid0FVX3lxTE00NzZURWlGNWQ5YUF2ZHVkY2JhRHRBMGp5UWYtd3UwM3dtby1hMjJ3TGdhTTVxdjZwY1JITWpQaWR2bFJYYWg4aFZybmFuZG1hQ2szSVBHRTRZcHNYMWtwWHVwZXd2bUlQLVRVQ0tpTnJIVDYtbzBr?oc=5,"Sat, 21 Sep 2024 07:00:00 GMT"
"삼성전자, 인포콤 2024에서 B2B용 ‘스마트싱스 프로’ 첫 공개 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMixAJBVV95cUxNSFFEdzZFNEczdk5NRUVSUzRRNTFDdHhNdDNxOU9EdnloaUYtOTJkV19kYjI1dk8xR1BsSWxjQTBSMkM2Uzc0T2tJV0FlRkZnbFYzTGszTUtxajg4WlVpNF84NDd5cUMwazFTeFc4anlpZFIzRE5yQmd5MDBCbFA3WGd4aUtXU0hYSVNsaC1YRk5LRG9jcjI3ZXZIb1hMRy0yZjVpZFZJNVNfQldJalg1aExjdURKMjVYRXBjeFR1MC16Q3N5OHcxZ2hUc0s0dUNxVE5OMXBRQkhzOG9YY0ZZek9XVElfOXdPSDVuMnZlUE5ldGFycDZIQnFoYklFeTlocGU1eHozUVVLdDEtS3RHeW0yNXdsSnFqZ0M4SlM4bHFuanJIQmJQR1Z2QkhmelIxSTUxQXIxNmJZQ1ZTeS1ma2IwWVk?oc=5,"Wed, 12 Jun 2024 07:00:00 GMT"
"[갤럭시 언팩 2024] 삼성전자의 모바일 AI 미래, “사람을 위한, 협력을 통한, 안전을 향한 AI” - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMiuAJBVV95cUxPNlpIY0lNOEY5eURheUp0NVF0VnlMYjQ1c1d6emZWVzRYYmd0SzU5a0hoa3hBVG9jbnZEOUltN0hhdkV2NkdVZlh3TldELTlKNGplamV5YTRBZ2RyclFVQ19jdmtQQXN4dVpoNU1fVGY0cEVCN3dBYVY5dnNrUUxpNzg5RUhIWWJPMi14bFE3NG00bmp5bmNFVWpyM3JKTzNxN2pkUHlQNU5vSkVzQkxMVi13aFUyVHNRdmZRazJHVUVCNEZhWkNKRkVIaWVYanEta0ZsMko0emdHRjVmMGJlZEVFMmlLbDczVWJXRlNOWmZ5NWEwUjh0ZVNKS0RQSWJPRnBJTXRzcE9MSG9zQmp4bFFYNHh3RGFEdDFGdEJlUlZoY1ZtanJqTFAwOXd1V3MyQ2VHR3d5dnU?oc=5,"Fri, 12 Jul 2024 07:00:00 GMT"
"삼성전자, IFA 2024에서 모두의 일상에 편리함을 가져올 AI 기술 선보여 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMiyAJBVV95cUxONmxvZ29wRm1pTzkxNzlrR1hfYUdMWFBTME5waDJUM2pFa2hjQjNOYmVwX2dId1dxWTd6eTh3VUZ6T2hKTXpNTTlsNTNOZTV5NUpkODJXVm82a1RBb3A2QzYzVFEyVXBxM3ptYVBZc3lyTm15T2t6d2wzbUFtMUpyNUlVbnRIWVc5OTN1SXZVelRMTzNsSms4Q3MtUDNEb0EwczRDci00Q2dwallQeG51dV9rS2FCcmFvdzRlc1dyX1FQSHB3WGhvVEFoalY3ek0yYzlQRWZDbzVsXzgyQjEwaG5JNV9yakVzYlBRQlo3QWdkTk5NaGl5ZERRYTRTZklualdpTjAxSnBGQUxobTQxX2NvcnIzZzVRTzZ3VFkwTVdKZTJ4N1pvOEVaWGRjQzdIc1I4Zzlla3ZGTkVISDVUMXFXUHBvMl9j?oc=5,"Thu, 05 Sep 2024 07:00:00 GMT"
"삼성전자, ‘국제수자원관리동맹’ 최고 등급 인증 사업장 확대 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMiqwJBVV95cUxQWXNDdUZsbElKVGl1bXpObkhQLVp4eEF6RGYtYlRabkFkd2xWODJlNUFSMnpyYlROTGNERTZQazdpMVBnYmVlTktERmw4YzF6MmhHSTd5TFBpUWFzSmI3MGRwemNHdFpwOS1ObmlTdVNxc1pnelp1Tnp5Nl8zcnljWGlJNHB5aWV0WnBISG1tRUx1VWwyWlNZZkdobFFKR3BJc3V4RW5JQlRFMHFVUTdTVTdEN2xMOWpyN3RNelk0c0RLWmlhaVZOdGFJeHVmeFp6NEJSUDJFTkl5cXJycDZxa2tSaEtJSGRiS3p1X1lTb0FGaFA4bEpoc0J1d3dOcU1uZlRSRS1ibGVxQnhCUTBHMHdtOGlnOXkybWhsNWN6RHl0T0F5R2w3WWlNbw?oc=5,"Thu, 21 Mar 2024 07:00:00 GMT"
"삼성전자, 업계 최소 두께 LPDDR5X D램 양산 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMi8AFBVV95cUxPTmlXRnc0aDNwQllaa2tWRjJoOE43aTFEMGtQRFpzZ0xlbE1WU2JwZzhTZkd3RmVaSURadG9oX3R3MlduaXI1SHA2bW9QSjNzcDBQMlg0OE5iWHZiNWFfM3M5Z1E0ejUtN3AwSEdHOTBCQ1FpdHlsV0xHR0k4Y3VNbzVjYzVLbDF5MWZub2ltdGFyNE1tbHlRS1ZiZzFPUEEzQ1VTT2VPeVVfbjd5MWhpNXV0M1VONVU5TWJ5YzdRU0k5TXRnRm5pLXJTTFhvNWg0TUg5TlIzdmdYcktPenlOQUZDVjR0M2JaMGpkUDZDb3U?oc=5,"Tue, 06 Aug 2024 07:00:00 GMT"
"초거대 AI 시대의 랜드마크, 삼성전자 V낸드 - Samsung Newsroom Korea",https://news.google.com/rss/articles/CBMijAJBVV95cUxON3JzcHk3VkJqYW11eU9fcXJETUpNa2FaWW9Kd0FCMXYwc3VyZ283R25qV0ozMmEzUG9uenZ5MVpsZkFKNWZJUWp1TkkxbERZc3hRZlFva2o0d2lLalJhSzB4amtuU3lvZ0pGenZkQlNDMDdWT2E1emhmZ0NNSDdqWm53VFVEdVRaa1NPNlo1czM4SDlHVk5DTFp1LU8tenAtNDI2aDdyLUNmRmRxTGJiLUJySTdnT1lNNC03SFhHdDBBXzItWXVFbGs5aXppZ2l5Qm9kMjQyT3J0V1NqWUZyR196QTZ1MHFjdXRTWURMX01RVHVvQWZwM2J2N042NVl2a0hMRTBsWVBTaVBz?oc=5,"Tue, 21 May 2024 07:00:00 GMT"
[인터뷰] AI 시대 삼성전자 HBM이 만들어 내는 완벽한 하모니 - Samsung Semiconductor,https://news.google.com/rss/articles/CBMivwFBVV95cUxNX2xmMWxKZDNSRHJxRmJseHFYSzNYMzdMSVlCTlFZNC1vR2NJaC1SeWtOZjRBNHJjSXFXNEtBVDZYNWxIdEplUGRMRWU3cTZ0NllDejNFSUxRdEw5NWl2WkdwY0N1MUhtQ2VycjFzMVhDWmZOejd6VUplcWFrcGZSOGF6dEpDN1ZEanE2VnVCalRDemxoVm5UUldlV3g3ZU9SaW9NV2RNMmZlek53S19NeFdEdkRFSXlqbDNUZk14NA?oc=5,"Tue, 21 May 2024 09:17:08 GMT"
